GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000842365.1_ViralProj14309_cds_from_genomic,100,0,177,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000869865.1_ViralProj17141_cds_from_genomic,98.3801397964,2.7383615966,162,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000880555.1_ViralProj31285_cds_from_genomic,98.4243184529,2.5343549517,162,177,,Mean,98.857982
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000881495.1_ViralProj31281_cds_from_genomic,99.5185143749,0.5433454458,169,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000881515.1_ViralProj31291_cds_from_genomic,99.2870661719,0.7318562127,158,177,,Median,98.8793973861
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000883055.1_ViralProj31283_cds_from_genomic,98.1683534393,2.6954855805,160,177,,std,0.537304
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000885515.1_ViralProj42783_cds_from_genomic,99.1194727246,1.1769398797,156,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000907555.1_ViralProj206478_cds_from_genomic,99.4873398843,0.8367595843,168,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000908575.1_ViralProj206480_cds_from_genomic,99.3654752238,0.7584269839,168,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000909175.1_ViralProj206479_cds_from_genomic,99.4491265799,0.4776280963,163,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000917515.1_ViralProj240719_cds_from_genomic,99.3085434971,0.724453568,172,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000917595.1_ViralProj240728_cds_from_genomic,98.7320383295,2.2795987095,164,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000918815.1_ViralProj240773_cds_from_genomic,98.9493881405,2.3557412496,157,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_000920095.1_ViralProj240727_cds_from_genomic,98.6714712037,1.6673316917,154,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_001503355.1_ViralProj307899_cds_from_genomic,98.0043479725,2.1030432437,155,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_001505915.1_ViralProj307957_cds_from_genomic,97.901082097,2.5214871842,153,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_001516995.1_ViralProj308758_cds_from_genomic,99.6057514711,0.4442098523,169,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002598425.1_ASM259842v1_cds_from_genomic,99.4331991031,1.1873817376,169,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002598445.1_ASM259844v1_cds_from_genomic,99.7373771191,0.4447713385,167,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002598465.1_ASM259846v1_cds_from_genomic,99.3562922211,1.0147132875,168,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002598485.1_ASM259848v1_cds_from_genomic,99.8519735108,0.3072545759,176,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002598505.1_ASM259850v1_cds_from_genomic,99.1667866222,0.8593823202,166,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002598525.1_ASM259852v1_cds_from_genomic,99.1745413444,1.2237765414,172,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002598545.1_ASM259854v1_cds_from_genomic,99.1379931624,1.2543955052,169,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002598565.1_ASM259856v1_cds_from_genomic,99.2186411467,0.8485831443,169,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002598585.1_ASM259858v1_cds_from_genomic,99.4437724051,1.191894427,168,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002601565.1_ASM260156v1_cds_from_genomic,99.4295940286,0.5715365793,166,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002603505.1_ASM260350v1_cds_from_genomic,99.3960124412,0.8776931434,172,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002614865.1_ASM261486v1_cds_from_genomic,98.9410010869,1.3105252427,162,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002624925.1_ASM262492v1_cds_from_genomic,98.693798922,1.3538577969,158,177,,,
GCA_000842365.1_ViralProj14309_cds_from_genomic,GCA_002630065.1_ASM263006v1_cds_from_genomic,99.4655906673,1.0468051791,168,177,,,
